decision_month,decision_date,sell_date,universe_asof_date,raw_universe_size,available_universe_size,momentum_window,holding_months,top_n,avg_momentum,holding_return,stock_1,mom_1,stock_1_return,stock_2,mom_2,stock_2_return,stock_3,mom_3,stock_3_return
2016-01,2016-01-04,2016-02-01,2016-01-04,104,77,5,1,1,0.10187762234191537,-0.09484089160951337,NVDA,0.10187762234191537,-0.09484089160951337,,,,,,
2016-01,2016-01-04,2016-03-01,2016-01-04,104,77,5,2,1,0.10187762234191537,0.015425197391358614,NVDA,0.10187762234191537,0.015425197391358614,,,,,,
2016-01,2016-01-04,2016-04-01,2016-01-04,104,77,5,3,1,0.10187762234191537,0.12084325924013473,NVDA,0.10187762234191537,0.12084325924013473,,,,,,
2016-01,2016-01-04,2016-02-01,2016-01-04,104,77,5,1,2,0.08828238874571569,-0.08345846086463798,NVDA,0.10187762234191537,-0.09484089160951337,TCOM,0.074687155149516,-0.0720760301197626,,,
2016-01,2016-01-04,2016-03-01,2016-01-04,104,77,5,2,2,0.08828238874571569,-0.02909922499511114,NVDA,0.10187762234191537,0.015425197391358614,TCOM,0.074687155149516,-0.07362364738158089,,,
2016-01,2016-01-04,2016-04-01,2016-01-04,104,77,5,3,2,0.08828238874571569,0.0561103616765084,NVDA,0.10187762234191537,0.12084325924013473,TCOM,0.074687155149516,-0.008622535887117921,,,
2016-01,2016-01-04,2016-02-01,2016-01-04,104,77,5,1,3,0.08135524659913287,-0.06325769773188601,NVDA,0.10187762234191537,-0.09484089160951337,TCOM,0.074687155149516,-0.0720760301197626,KLAC,0.06750096230596725,-0.02285617146638208
2016-01,2016-01-04,2016-03-01,2016-01-04,104,77,5,2,3,0.08135524659913287,-0.015255607137349561,NVDA,0.10187762234191537,0.015425197391358614,TCOM,0.074687155149516,-0.07362364738158089,KLAC,0.06750096230596725,0.012431628578173592
2016-01,2016-01-04,2016-04-01,2016-01-04,104,77,5,3,3,0.08135524659913287,0.061462703297954446,NVDA,0.10187762234191537,0.12084325924013473,TCOM,0.074687155149516,-0.008622535887117921,KLAC,0.06750096230596725,0.07216738654084653
2016-02,2016-02-01,2016-03-01,2016-02-01,105,78,5,1,1,0.0802299503747318,-0.001667827658356602,TCOM,0.0802299503747318,-0.001667827658356602,,,,,,
2016-02,2016-02-01,2016-04-01,2016-02-01,105,78,5,2,1,0.0802299503747318,0.06838221265136002,TCOM,0.0802299503747318,0.06838221265136002,,,,,,
2016-02,2016-02-01,2016-05-02,2016-02-01,105,78,5,3,1,0.0802299503747318,0.06123423630691205,TCOM,0.0802299503747318,0.06123423630691205,,,,,,
2016-02,2016-02-01,2016-03-01,2016-02-01,105,78,5,1,2,0.07926281021261242,0.017222691050326255,TCOM,0.0802299503747318,-0.001667827658356602,KLAC,0.07829567005049302,0.03611320975900911,,,
2016-02,2016-02-01,2016-04-01,2016-02-01,105,78,5,2,2,0.07926281021261242,0.08281422363576363,TCOM,0.0802299503747318,0.06838221265136002,KLAC,0.07829567005049302,0.09724623462016724,,,
2016-02,2016-02-01,2016-05-02,2016-02-01,105,78,5,3,2,0.07926281021261242,0.05685974007450134,TCOM,0.0802299503747318,0.06123423630691205,KLAC,0.07829567005049302,0.052485243842090634,,,
2016-02,2016-02-01,2016-03-01,2016-02-01,105,78,5,1,3,0.07600750041410435,0.052088315759490765,TCOM,0.0802299503747318,-0.001667827658356602,KLAC,0.07829567005049302,0.03611320975900911,NVDA,0.0694968808170882,0.12181956517781978
2016-02,2016-02-01,2016-04-01,2016-02-01,105,78,5,2,3,0.07600750041410435,0.1346371943956334,TCOM,0.0802299503747318,0.06838221265136002,KLAC,0.07829567005049302,0.09724623462016724,NVDA,0.0694968808170882,0.23828313591537298
2016-02,2016-02-01,2016-05-02,2016-02-01,105,78,5,3,3,0.07600750041410435,0.11562157414013689,TCOM,0.0802299503747318,0.06123423630691205,KLAC,0.07829567005049302,0.052485243842090634,NVDA,0.0694968808170882,0.23314524227140798
2016-03,2016-03-01,2016-04-01,2016-03-01,105,78,5,1,1,0.11416384313722534,0.061667132645114364,MAT,0.11416384313722534,0.061667132645114364,,,,,,
2016-03,2016-03-01,2016-05-02,2016-03-01,105,78,5,2,1,0.11416384313722534,-0.029129246427991196,MAT,0.11416384313722534,-0.029129246427991196,,,,,,
2016-03,2016-03-01,2016-06-01,2016-03-01,105,78,5,3,1,0.11416384313722534,-0.0013699893971294008,MAT,0.11416384313722534,-0.0013699893971294008,,,,,,
2016-03,2016-03-01,2016-04-01,2016-03-01,105,78,5,1,2,0.09970424911028554,0.0659170997648435,MAT,0.11416384313722534,0.061667132645114364,TCOM,0.08524465508334574,0.07016706688457264,,,
2016-03,2016-03-01,2016-05-02,2016-03-01,105,78,5,2,2,0.09970424911028554,0.01693895130155293,MAT,0.11416384313722534,-0.029129246427991196,TCOM,0.08524465508334574,0.06300714903109705,,,
2016-03,2016-03-01,2016-06-01,2016-03-01,105,78,5,3,2,0.09970424911028554,0.028193270505019463,MAT,0.11416384313722534,-0.0013699893971294008,TCOM,0.08524465508334574,0.05775653040716833,,,
2016-03,2016-03-01,2016-04-01,2016-03-01,105,78,5,1,3,0.09111331821218227,0.06268318129785004,MAT,0.11416384313722534,0.061667132645114364,TCOM,0.08524465508334574,0.07016706688457264,BIDU,0.07393145641597572,0.05621534436386311
2016-03,2016-03-01,2016-05-02,2016-03-01,105,78,5,2,3,0.09111331821218227,0.008906409066038345,MAT,0.11416384313722534,-0.029129246427991196,TCOM,0.08524465508334574,0.06300714903109705,BIDU,0.07393145641597572,-0.007158675404990822
2016-03,2016-03-01,2016-06-01,2016-03-01,105,78,5,3,3,0.09111331821218227,0.012006763704977516,MAT,0.11416384313722534,-0.0013699893971294008,TCOM,0.08524465508334574,0.05775653040716833,BIDU,0.07393145641597572,-0.02036624989510638
2016-04,2016-04-01,2016-05-02,2016-04-01,105,79,5,1,1,0.07475752865368084,-0.08552245452573148,MAT,0.07475752865368084,-0.08552245452573148,,,,,,
2016-04,2016-04-01,2016-06-01,2016-04-01,105,79,5,2,1,0.07475752865368084,-0.05937559909685497,MAT,0.07475752865368084,-0.05937559909685497,,,,,,
2016-04,2016-04-01,2016-07-01,2016-04-01,105,79,5,3,1,0.07475752865368084,-0.06765006193046363,MAT,0.07475752865368084,-0.06765006193046363,,,,,,
2016-04,2016-04-01,2016-05-02,2016-04-01,105,79,5,1,2,0.06436140862673276,-0.06867189733506984,MAT,0.07475752865368084,-0.08552245452573148,AMAT,0.05396528859978469,-0.0518213401444082,,,
2016-04,2016-04-01,2016-06-01,2016-04-01,105,79,5,2,2,0.06436140862673276,0.0419021946506688,MAT,0.07475752865368084,-0.05937559909685497,AMAT,0.05396528859978469,0.14317998839819257,,,
2016-04,2016-04-01,2016-07-01,2016-04-01,105,79,5,3,2,0.06436140862673276,0.026276909744265664,MAT,0.07475752865368084,-0.06765006193046363,AMAT,0.05396528859978469,0.12020388141899496,,,
2016-04,2016-04-01,2016-05-02,2016-04-01,105,79,5,1,3,0.06055029531644358,-0.047164334048449476,MAT,0.07475752865368084,-0.08552245452573148,AMAT,0.05396528859978469,-0.0518213401444082,NVDA,0.052928068695865214,-0.004149207475208749
2016-04,2016-04-01,2016-06-01,2016-04-01,105,79,5,2,3,0.06055029531644358,0.12734984889789094,MAT,0.07475752865368084,-0.05937559909685497,AMAT,0.05396528859978469,0.14317998839819257,NVDA,0.052928068695865214,0.29824515739233526
2016-04,2016-04-01,2016-07-01,2016-04-01,105,79,5,3,3,0.06055029531644358,0.11554614695991838,MAT,0.07475752865368084,-0.06765006193046363,AMAT,0.05396528859978469,0.12020388141899496,NVDA,0.052928068695865214,0.2940846213912238
2016-05,2016-05-02,2016-06-01,2016-05-02,107,81,5,1,1,0.055565381332573584,0.028592124058460344,MAT,0.055565381332573584,0.028592124058460344,,,,,,
2016-05,2016-05-02,2016-07-01,2016-05-02,107,81,5,2,1,0.055565381332573584,0.019543828805549168,MAT,0.055565381332573584,0.019543828805549168,,,,,,
2016-05,2016-05-02,2016-08-01,2016-05-02,107,81,5,3,1,0.055565381332573584,0.05735261722617069,MAT,0.055565381332573584,0.05735261722617069,,,,,,
2016-05,2016-05-02,2016-06-01,2016-05-02,107,81,5,1,2,0.053822614580431395,0.07589437093368068,MAT,0.055565381332573584,0.028592124058460344,ULTA,0.05207984782828921,0.12319661780890101,,,
2016-05,2016-05-02,2016-07-01,2016-05-02,107,81,5,2,2,0.053822614580431395,0.08812234170245126,MAT,0.055565381332573584,0.019543828805549168,ULTA,0.05207984782828921,0.15670085459935335,,,
2016-05,2016-05-02,2016-08-01,2016-05-02,107,81,5,3,2,0.053822614580431395,0.1469612502767481,MAT,0.055565381332573584,0.05735261722617069,ULTA,0.05207984782828921,0.23656988332732554,,,
2016-05,2016-05-02,2016-06-01,2016-05-02,107,81,5,1,3,0.04974740455878165,0.09054385411833603,MAT,0.055565381332573584,0.028592124058460344,ULTA,0.05207984782828921,0.12319661780890101,BBBY,0.04159698451548215,0.11984282048764672
